Nº ANP;TITULO;EMPRESA RESPONSÁVEL;DEMAIS PROPONENTES;QUALIFICAÇÃO;OBJETIVO;ÁREA;TEMA;SUBTEMA;EXECUTOR 1;EXECUTOR 2;EXECUTOR 3;EXECUTOR 4;EXECUTOR 5;EXECUTOR 6;EXECUTOR 7;EXECUTOR 8;Nº AUTORIZAÇÃO;DATA INÍCIO;PRAZO;VALOR CLAUSULA
21699-4;Investigação de catalisadores através de microscopia eletrônica de transmissão;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Caracterizar catalisadores sólidos porosos, antes ou após seu uso, obtendo informações na escala nanométrica e tridimensional sobre sua estrutura, porosidade e composição elementar localizada a fim de subsidiar o desenvolvimento de novos catalisadores com melhores estabilidade e desempenho ou de melhores práticas para sua aplicação industrial.;TEMAS TRANSVERSAIS;MATERIAIS;NANOMATERIAIS;UFRJ - Núcleo Multiusuário de Microscopia  da COPPE/UFRJ;;;;;;;;;31/10/2019;36; R$ 1.561.740,75 
21700-0;Bloqueio de tubos com atmosfera explosiva durante trabalho a quente e vedação temporária de válvulas com tubulação pressurizada;PETROBRAS;0;PESQUISA APLICADA;Desenvolver tecnologia de bloqueio químico temporário de tubulações não pressurizadas contendo resíduos voláteis inflamáveis, bem como de válvulas não estanques que devam barrar fluido de trabalho pressurizado. Os materiais bloqueadores deverão ser facilmente dissolvidos no fluido de lavagem ou de trabalho, gerando baixa concentração de material residual no sistema e evitando a necessidade de desmontagem das linhas para limpeza.;TEMAS TRANSVERSAIS;MATERIAIS;NOVOS MATERIAIS;UNESP - Centro de Monitoramento e Pesquisa da Qualidade de Combustíveis, Biocombustíveis, Petróleo e Derivados;;;;;;;;;31/10/2019;24; R$ 2.313.426,84 
21701-8;Membranas hibridas nanoestruturadas contendo  líquidos iônicos e seus derivados para sequestro de CO2 de gás natural por permeação gasosa;PETROBRAS;0;PESQUISA APLICADA;O projeto tem como objetivo geral desenvolver membranas hibridas seletivas baseadas em líquidos iônicos e seus derivados polimericos, e avaliar suas propriedades na separação de misturas contendo CO2 por permeação gasosa.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;UFRJ - PAM - Laboratório de Processos de Separação com Membranas e Polímeros;;;;;;;;;29/10/2019;24; R$ 1.234.836,24 
21702-6;Processos de reparos alternativos: soldagem em operação de abraçadeiras aparafusadas e bujão (capote);PETROBRAS;0;PESQUISA APLICADA;O projeto tem como objetivo principal desenvolver e avaliar procedimentos de soldagem para reparo de dutos em operação utilizado abraçadeiras e capote, compreender a conservatividade dos reparos padrão e avaliar desempenho de reparos alternativos. Serão desenvolvidos procedimentos de soldagem para reparo em campo, que serão avaliados por diferentes técnicas buscando fornecer subsídios para aumentar a confiabilidade dos reparos em campo, além de modelos numéricos para simulação dos reparos.;TEMAS TRANSVERSAIS;MATERIAIS;INTEGRIDADE ESTRUTURAL, SOLDAGEM E CARACTERIZAÇÃO DE MATERIAIS;UFSC - Instituto de Soldagem e Mecatrônica - LABSOLDA;;;;;;;;;31/10/2019;36; R$ 3.929.101,01 
21703-4;Efeito do envelhecimento físico e químico de fitas ABC em ambientes de CO2;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;"Avaliar o papel da temperatura e de gases produzidos junto ao petróleo no envelhecimento de fitas poliméricas de alta resistência, denominadas fitas Anti Bird Cage (ABC), utilizadas para evitar a formação de ""gaiola de passarinho"" em dutos flexíveis.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;UFRJ - LNDC - Laboratório de Ensaios Não Destrutivos, Corrosão e Soldagem;;;;;;;;;04/11/2019;31; R$ 3.098.352,75 
21704-2;Influência do pH na Estabilidade de Emulsões;PETROBRAS;0;PESQUISA APLICADA;Estudar o efeito das variáveis de processo e do pH na separação de emulsões de óleo em água por eletrocoalescência;ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;UFRJ - Laboratório de Modelagem, Simulação e Controle de Processos - LMSCP - EQ;;;;;;;;;31/10/2019;24; R$ 1.687.732,92 
21705-9;Desenvolvimento de microrganismo e tecnologia enzimática customizados para hidrólise integral de biomassas lignocelulósicas;PETROBRAS;0;PESQUISA APLICADA;Desenvolver uma linhagem de microrganismo geneticamente modificado e tecnologia enzimática customizada de modo a aumentar a eficiência na conversão de biomassa lignocelulósica, em elevado teor de sólidos, em monossacarídeos com alta concentração.;BIOCOMBUSTÍVEIS;BIOCOMBUSTÍVEIS AVANÇADOS (2ª, 3ª, 4ª GERAÇÃO);CONVERSÃO DE MATERIAIS LIGNOCELULÓSICOS;USP - Grupo de Tecnologia Enzimática para Conversão de Biomassa - TECBIO;;;;;;;;;11/11/2019;48; R$ 3.599.537,68 
21706-7;AVALIAÇÃO FLUIDODINÂMICA DE REATORES DE HIDROGENAÇÃO SELETIVA DE DIOLEFINAS;PETROBRAS;0;PESQUISA APLICADA;Desenvolver um modelo CFD capaz de representar detalhadamente o padrão de escoamento e fenômenos presentes em reatores de leito fixo (transferência de momento, massa e calor e cinética de reação).;ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;;13/12/2019;36; R$ 926.639,80 
21707-5;Desenvolvimento de Metodologia e ferramentas integradas para construção de Dashboard de vida útil (SCC-CO2) de dutos flexíveis com base em técnicas de Digital Twin;PETROBRAS;0;PESQUISA APLICADA;A metodologia de trabalho em questão busca, através da utilização do Dashboard integrado à plataforma naval&SUB, a elaboração de soluções de apoio a decisões em relação a conformidade dos dutos flexíveis, tais como a monitoração e avaliação automática do tempo de vida útil de dutos flexíveis, com base em dados de fadiga e SCC CO².;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;cesar - CESAR;;;;;;;;;11/12/2019;42; R$ 10.855.047,23 
21708-3;Desenvolvimento de conceitos de sistemas portáteis para analises químicas;PETROBRAS;0;PESQUISA APLICADA;Desenvolvimento de conjunto de metodologias analíticas baseadas em imagens digitais adquiridas por dispositivos portáteis e acessórios obteníveis de forma expedita, que possam ser executadas sem aprofundamento técnico pelo  executor da análise. As metodologias permitirão a avaliação no mínimo semi-quantitativa de espécies químicas relevantes ao setor de O&G, para acompanhamento de parâmetros composicionais em amostras aquosas e monitoramento analítico da produção e do tratamento de efluentes.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;PROCESSAMENTO PRIMÁRIO DE FLUIDOS;UFRJ - Laboratório de Termodinâmica Aplicada em Sistemas Petrolíferos ;;;;;;;;;13/12/2019;42; R$ 4.836.832,23 
21709-1;Desenvolvimento de tecnologia inovadora para tratamento de águas e efluentes por meio de nanomateriais.;PETROBRAS;0;PESQUISA APLICADA;O objetivo do presente projeto é o desenvolvimento de tecnologias inovadoras de membranas de Osmose Inversa por meio de nanomateriais de carbono, de forma a garantir processos mais eficientes e que permitam uma melhor utilização dos recursos hídricos e dos efluentes no setor de Óleo e Gás. As atividades de pesquisa visam o estabelecimento de tecnologias que garantam uma alta qualidade da água tratada, bem como processos eficientes, escaláveis e com viabilidade técnico-econômica para aplicação.;TEMAS TRANSVERSAIS;MATERIAIS;NANOMATERIAIS;UFMG - Laboratório de Espectroscopia Raman;;;;;;;;;13/12/2019;36; R$ 3.631.865,91 
21710-9;Determinação de Parâmetros, Registro e Processamento de Dados Sísmicos para Investigação Sismoestratigráfica em Deltas e Sistemas Costeiros;PETROBRAS;0;PESQUISA APLICADA;"Os objetivos principais são:
- estudar modelos de refletividade, de iluminação dos principais alvos para auxiliar a parametrização da aquisição de dados;
-  reprocessar, registrar e processar dados 2D para análises sismoestratigráficas e estruturais da Geologia da área do projeto;
- obter respostas nos domínios em tempo e em profundidade, com o desenvolvimento de diversas técnicas de processamento.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;UFF - Grupo de Imageamento Sísmico e Inversão Sismica (ISIS);;;;;;;;;12/12/2019;48; R$ 11.678.384,19 
21711-7;Otimização de processos de inspeção, monitoramento e teste de equipamentos submarinos de petróleo e gás em operação;PETROBRAS;0;PESQUISA APLICADA;Desenvolver uma metodologia para acompanhamento da integridade, otimizando o uso de técnicas de inspeção, monitoramento, testes e suas respectivas frequências com base no risco associado à operação de equipamentos submarinos de petróleo e gás, a saber, árvores de natal (ANM), válvulas de desligamento de emergência (Emergency Shutdown Valves - ESDV), Manifolds submarinos, Pipeline End Manifold (PLEM) e Pipeline Termination (PLET).;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDO DE CONFIABILIDADE E MANUTENÇÃO BASEADO EM RISCO DE SISTEMAS FLUTUANTES E DE PRODUÇÃO;USP - LabRisco - Laboratório de Análise, Avaliação e Gerenciamento de Risco;;;;;;;;;12/12/2019;24; R$ 3.090.647,02 
21712-5;Desenvolvimento de Metodologias para Previsão de Cronograma e Sequência Operacional Utilizando Técnicas de Aprendizado de Máquina.;PETROBRAS;0;PESQUISA APLICADA;Desenvolvimento de metodologia e ferramenta computacional para estimativa automática de cronograma e sequência operacional, baseado em histórico.;TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;AUTOMAÇÃO, CONTROLE, INSTRUMENTAÇÃO E METROLOGIA;UFAL - EDGE - Centro de Inovação;;;;;;;;;13/12/2019;48; R$ 5.394.022,50 
21713-3;Inovação para Aceitabilidade de Defeitos em Dutos com base na Mecânica da Fratura Probabilística;PETROBRAS;0;PESQUISA APLICADA;Desenvolver modelos teóricos e numéricos, bem como ferramenta computacional de engenharia, para a solução de problemas de confiabilidade inversos, visando a aceitabilidade de defeitos de solda em dutos submarinos, sujeitos a carregamentos aleatórios, através da mecânica da fratura probabilística.;TEMAS TRANSVERSAIS;DISTRIBUIÇÃO, LOGÍSTICA E TRANSPORTE;ESTUDO DE CONFIABILIDADE E MANUTENÇÃO BASEADO EM RISCO DE GASODUTOS E OLEODUTOS;USP - Gestão de Riscos e Confiabilidade em Engenharia de Estruturas;;;;;;;;;11/12/2019;30; R$ 1.368.974,02 
21714-1;ASSISTENTE DE INTERPRETAÇÃO SÍSMICA - PRODUTIZAÇÃO;PETROGAL;0;PROTÓTIPO OU UNIDADE PILOTO;Criar uma Unidade Piloto baseada no protótipo desenvolvido em projeto de pesquisa conjunta anterior para o Projeto de Pesquisa de Computação Cognitiva para Interpretação Sísmica. A Unidade Piloto resultante deve permitir o uso de forma transversal do sistema de software desenvolvido pelos utilizadores de empresas ou organismos com atividades no âmbito da Indústria de Óleo e Gás.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;TÉCNICAS DE AQUISIÇÃO, PROCESSAMENTO E INTERPRETAÇÃO DE DADOS GEOFÍSICOS;PETROGAL;IBM BRASIL INDÚSTRIA, MÁQUINAS E SERVIÇOS LTDA.;;;;;;;;08/10/2019;18; R$ 22.729.920,40 
21715-8;Avaliação da taxa de corrosão em aços submetidos à proteção catódica com potenciais alternativos;PETROBRAS;0;PESQUISA APLICADA;Realizar estudo de verificação da faixa de potencial eletroquímico de proteção catódica em equipamentos e acessórios submarinos em laboratório e em campo, estudar a possibilidade de utilização de ligas alternativas como anodo de sacrifício, além de definir a taxa de corrosão desses potenciais alternativos.;TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;UFRJ - Labcorr - Laboratório de Corrosão ;;;;;;;;;13/12/2019;48; R$ 11.732.760,31 
21716-6;Desenvolvimento, Implementação e Aplicação de Novas Metodologias para Modelagem, Simulação Numérica e Projeto de Risers de Perfuração através da interface RiserWeb;PETROBRAS;0;PESQUISA APLICADA;"Desenvolver metodologias inovadoras de modelagem numérica, análise, síntese e otimização para projeto e verificação da integridade e segurança operacional de sistemas de perfuração/completação/intervenção em poços.

Consolidar as novas metodologias através da implementação automatizada na ferramenta computacional RiserWeb , quando aplicável. 

Aplicar a ferramenta para diversos cenários e operações reais, para depurar e aprimorar cada metodologia.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO;UFRJ - LAMCSO - Laboratório de Métodos Computacionais e Sistemas Offshore;;;;;;;;;31/10/2019;48; R$ 5.737.923,40 
21717-4;Predição de salinidade para injeção: Investigando o Impacto da Molhabilidade em Processos de Recuperação Avançada de Petróleo;PETROBRAS;0;PESQUISA BÁSICA;Determinar se o maior rendimento da recuperação de óleo utilizando técnicas de injeção de água de baixa salinidade está relacionado com mudanças na molhabilidade da superfície de minerais, determinando como a molhabilidade depende da estrutura atômica da superfície e a natureza da interação com moléculas de óleo. Pretende-se verificar como esse método de recuperação identificando as condições físico-químicas que modificam criticamente molhabilidade em função da presença de íons na emulsão e pH.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;RECUPERAÇÃO AVANÇADA DE PETRÓLEO;RECUPERAÇÃO MELHORADA DE PETRÓLEO;CBPF - Laboratório de Superfícies e Interfaces (COMAN/CBPF);;;;;;;;;11/11/2019;36; R$ 2.254.301,77 
21718-2;Tecnologias Digitais Emergentes (Blockchain, Distributed Ledger Technology e Smart Contract) para Exploração e Produção de Petróleo em regime de Consórcio;PETROBRAS;"TOTAL; SHELL; CNODC; CNOOC";PESQUISA APLICADA;O objetivo geral é realizar pesquisa aplicada em Blockchain, Distributed Ledger Technology e Smart Contracts com foco na Industria de Óleo e Gás e especial atenção aos desafios da transformação digital de E&P em regime de consórcio. Tais atividades serão efetuadas com a supervisão científica do LES (Laboratório de Engenharia de Software) da PUC-Rio (Pontifícia Universidade Católica do Rio de Janeiro), instituição e unidade executoras credenciadas junto à ANP (Agência Nacional de Petróleo);EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;PUC-Rio - LES - Laboratório de Engenharia de Software;;;;;;;;;29/10/2019;24; R$ 5.274.590,29 
21719-0;Simulação Física da Propagação de Falhamentos em Depósitos Argilosos Marinhos - Fault Propagation;PETROBRAS;0;PESQUISA APLICADA;O presente projeto tem por objetivo investigar os mecanismos de propagação de falhas em pacotes sedimentares argilosos marinhos, avaliando a influência dos processos de falhamento (normal e reverso) na interação com estruturas de fundações e linhas de dutos apoiadas no solo.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES;UFRJ - Laboratório de Modelagem Física em Centrífuga Geotécnica;;;;;;;;;29/10/2019;36; R$ 3.074.149,53 
21720-8;Desenvolvimento de modelos numéricos para o levantamento dos coeficientes hidrodinâmicos de estruturas submarinas em oscilação forçada;PETROBRAS;0;PESQUISA APLICADA;O objetivo deste trabalho é a investigação dos coeficientes hidrodinâmicos de massa adicional e de amortecimento de equipamentos e estruturas submarinas da indústria offshore utilizando modelos numéricos. Esta investigação será realizada em condições de oscilação forçada de baixas frequências e amplitudes, representando a condição de lançamento destes equipamentos ao leito oceânico, devido ao afundamento causado pelas ondas marinhas no navio de apoio que suporta estes equipamentos.;REGULAÇÃO DO SETOR DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS DA REGULAÇÃO DA INDÚSTRIA DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ECONOMIA DA ENERGIA E POLÍTICA ENERGÉTICA NO CONTEXTO DE UM PLANEJAMENTO INTEGRADO DE RECURSOS ENERGÉTICOS;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;;;;;;;;12/11/2019;24; R$ 1.745.768,53 
21721-6;Sistemas de Machine Learning para Gêmeos Digitais de Unidades Estacionárias de Produção de Petróleo e Gás;PETROBRAS;0;PESQUISA APLICADA;"Este projeto de pesquisa tem como objetivo 3 problemas que foram escolhidos por apresentarem alto impacto na indústria do petróleo e por terem complexidade que justifica o uso de técnicas avançadas de Aprendizagem de Máquina. 

São eles:

Identificação de falhas na ancoragem das plataformas;
Busca Semântica nos textos de relatórios e documentos de engenharia;
Desenvolvimento de sistema inteligente para estimativa de movimentos de UEPs utilizando dados medidos em escala real.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO;USP - TPN - Tanque de Provas Numérico;;;;;;;;;12/11/2019;36; R$ 5.564.949,12 
21722-4;ESTUDO E PESQUISA DE DESENVOLVIMENTO E IMPLEMENTAÇÃO DE UM SISTEMA DE CAPTAÇÃO DE ÁGUAS PROFUNDAS PARA UNIDADES OFFSHORE INSTALADAS NA COSTA BRASILEIRA - Fase II;SHELL;0;PESQUISA APLICADA;Desenvolver um sistema para coleta de águas profundas, de 600 a 1.000m, o qual habilite operar as plantas de processo das unidades de superfície com a temperatura da água de resfriamento reduzida a uma faixa de 5° a 10°C. A operação dos sistemas nesta nova faixa deverá aumentar significativamente a eficiência da geração de energia, reduzindo a demanda de utilidades.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;SBM OFFSHORE DO BRASIL LTDA.;SHELL;USP - TPN - Tanque de Provas Numérico;USP - LMO - Laboratório de Mecânica Offshore;USP - INSTITUTO OCEANOGRÁFICO DA USP;;;;;04/12/2019;24; R$ 19.835.315,45 
21723-2;"Sobre a natureza da estimativa de cenários acidentais de dispersão de gás em tempo real por
meio de fluidodinâmica computacional acoplada a rede neural artificial";SHELL;0;PESQUISA APLICADA;Sobre a natureza da estimativa de cenários acidentais de dispersão de gás em tempo real por meio de fluidodinâmica computacional acoplada a rede neural artificial;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;SHELL;UNICAMP  - Faculdade de Engenharia Química;;;;;;;;01/06/2019;36; R$ 3.416.256,00 
21727-3;Sísmica de Refração para Caracterização e Monitoramento de Reservatórios;SHELL;0;PESQUISA APLICADA;Desenvolvimento de algoritmos de modelagem e inversão sísmica para testar novas geometrias de aquisição de ondas refratadas para a caracterização e monitoramento de reservatórios. Além dos algoritimos, todos os estudos de iluminação para a aquisição das ondas refratadas em modelos geologicos sintéticos serão avaliados.  Dados reais em 3D e 4D também serão usados para avaliar a sensibilidade da inversão completa da onda refratada para caracterização e monitoramento de reservatórios.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;SHELL;UFF - Grupo de Imageamento Sísmico e Inversão Sismica (ISIS);;;;;;;;21/10/2019;48; R$ 12.262.998,56 
21728-1;Sistema de Planejamento e Apoio à decisão em operações em Busca e Salvamento  (SAR) da Marinha do Brasil;SHELL;0;PESQUISA EM MEIO AMBIENTE;Esse projeto tem como propósito desenvolver e implementar um sistema computacional para modernizar o trabalho dos Centros de Coordenação de Busca e Salvamento Marítimo (MRCCs) da Marinha do Brasil.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;MODELAGEM E PREVENÇÃO DE IMPACTOS AMBIENTAIS;PROOCEANO SERVIÇO OCEANOGRÁFICO E AMBIENTAL LTDA;SHELL;;;;;;;;26/11/2019;36; R$ 2.570.771,74 
21729-9;Biolubrificantes;PETROBRAS;0;PESQUISA APLICADA;Disponibilizar opções de investimento de base tecnológica para a produção de combustíveis com baixa pegada de carbono, com ênfase nos modais de maior dificuldade de eletrificação, permitindo, dessa forma, a seleção de tecnologias para redução das emissões operacionais e da cadeia de valor dos combustíveis.;ABASTECIMENTO;COMBUSTÍVEIS E LUBRIFICANTES;LUBRIFICANTES E BIOLUBRIFICANTES;PETROBRAS;;;;;;;;;17/10/2019;48; R$ 740.089,20 
21288-6;Infraestrutura para Desenvolvimento de Produtos de Previsão Numérica Meteoceanográfica em Apoio à Indústria de Óleo e Gás e Operações de Busca e Salvamento.;SHELL;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Prover Infraestrutura para Desenvolvimento de Produtos de Previsão Numérica Meteoceanográfica em Apoio à Indústria de Óleo e Gás e Operações de Busca e Salvamento.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;MODELAGEM E PREVENÇÃO DE IMPACTOS AMBIENTAIS;CHM - Seção de Modelagem Oceanográfica(REMO-CHM);;;;;;;;0811/2019;26/11/2019;36; R$ 5.378.612,54 
21732-3;Integração de Fatores Humanos e Resiliência para o Fortalecimento da Cultura de Segurança na Indústria de Óleo e Gás;PETROBRAS;"TOTAL; SHELL; CNODC; CNOOC";PESQUISA EM CIÊNCIAS SOCIAIS, HUMANAS E DA VIDA;"Este projeto de P&D tem por objetivo principal:
Desenvolver métodos, modelos, ferramentas e tecnologias para orientação e suporte à implementação de um programa de fatores humanos que fomente a resiliência e a segurança na indústria de óleo e gás.";TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;CONFIABILIDADE HUMANA;PUC-RS - Faculdade de Engenharia;;;;;;;;;28/10/2019;36; R$ 10.800.000,00 
21733-1;"""Previsão dos preços do petróleo e da atividade econômica global para tomadas de decisões eficientes""";PETROBRAS;0;PESQUISA EM CIÊNCIAS SOCIAIS, HUMANAS E DA VIDA;"Operar num mercado global requer tomadas de decisão feitas baseadas nas melhores informações possíveis, levando em conta a longa maturação dos investimentos da Companhia.

Modelos econométricos ótimos de previsão do Brent, da atividade econômica global, da probabilidade de desaquecimento global, baseados em ciclos comuns, misturas de previsões e machine learning, permitem à Petrobras melhorar a tomada de decisão, que é feita continuamente pelo Conselho de Administração e Direção da Companhia.";REGULAÇÃO DO SETOR DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS DA REGULAÇÃO DA INDÚSTRIA DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;ASPECTOS ECONÔMICOS GERAIS DA REGULAÇÃO DAS INDÚSTRIAS DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS;FGV  - FGV Crescimento & Desenvolvimento;;;;;;;;;14/11/2019;36; R$ 3.396.611,80 
21734-9;Herança orogênica no controle da deformação intraplaca e desenvolvimento de bacias sedimentares durante a abertura do Oceano Atlântico no NE do Brasil.;PETROBRAS;0;PESQUISA BÁSICA;Investigar e modelar a tectônica orogênica strike-slip (zonas de cisalhamento) como controle da herança da litosfera reologicamente enfraquecida e seus reflexos no desenvolvimento de zonas de reativação rúptil, utilizando métodos de termocronologia de baixa temperatura e geocronologia das falhas, para entender os mecanismos e timing da formação e reativações das bacias sedimentares on- e offshore do nordeste do Brasil no âmbito do Sistema Rifte Equatorial.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;CPRM - Serviço Geológico do Brasil CPRM/SGB;;;;;;;;;29/11/2019;48; R$ 4.621.411,83 
21735-6;Desenvolvimento de tecnologia de adição de nanopartículas durante a soldagem de dutos bimetálicos offshore.;PETROBRAS;0;PESQUISA APLICADA;"Aumentar a resistência ao escoamento da zona fundida de juntas bimetáicas soldadas com liga 625, por meio de nano partículas, evitando
concentração de deformações na região da solda e possibilitando a utilização de materiais de base de maior resistência mecânica (i.e., X70
e X80) em projetos de dutos e risers submarinos.";EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;;13/12/2019;36; R$ 4.203.874,98 
21736-4;Integração Refino - Corrente Renováveis;PETROBRAS;0;PESQUISA APLICADA;Disponibilizar opções de investimento de base tecnológica para a produção de combustíveis com baixa pegada de carbono, com ênfase nos modais de maior dificuldade de eletrificação, permitindo, dessa forma, a seleção de tecnologias para redução das emissões operacionais e da cadeia de valor dos combustíveis.;BIOCOMBUSTÍVEIS;BIOCOMBUSTÍVEIS AVANÇADOS (2ª, 3ª, 4ª GERAÇÃO);PROCESSOS DE PRODUÇÃO;PETROBRAS;;;;;;;;;17/10/2019;48; R$ 8.413.316,52 
21738-0;Interação solo-duto em argilas ultramoles do Pré-Sal;PETROBRAS;0;PESQUISA APLICADA;Rever a metodologia de cálculo aplicada à interação solo-duto em solos argilosos, buscando ampliar sua faixa de aplicação para argilas ultramoles do Pré-Sal.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;PETROBRAS;;;;;;;;;26/12/2019;58; R$ 4.645.306,09 
