Arquivo;CodProj;Data de Início;Ano de início;Data de Conclusão;Ano de Conclusão;CNPJ Pagador;Entidade Pagadora;Tipo de Entidade Pagadora;Unid. Federativa Pagadora;Região Pagadora;CNPJ Beneficiário;Entidade Beneficiária;Tipo de Entidade Beneficiária;Unid. Federativa Beneficiária;Região Beneficiária;Tipo de Custo;Source;Recursos Humanos;Serviço de Terceiros;Viagens e Diárias;Outras despesas;Material de Consumo;Material Permanente;Custo Total
APLPED00039_RELATORIOAUDITORIAPED_0067_S02.XML;PD-00039-0067;01JUN2013;2013;22MAY2018;2018;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;11285389000185;NUNES e NERI Servicos de Publicidade Ltda;Executora;CE;Nordeste;Custo com Executoras;Custo;$327.090,23;$94.352,22;$3.460,00;$24.443,84;$87.377,71;;$536.724,00
APLPED00039_RELATORIOAUDITORIAPED_0067_S02.XML;PD-00039-0067;01JUN2013;2013;22MAY2018;2018;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Cooperada;RJ;Sudeste;05905113000150;PC4 Comunicacao e Tecnologia Ltda;Executora;CE;Nordeste;Custo com Executoras;Custo;$168.950,00;;;$4.437,93;;;$173.387,93
APLPED00039_RELATORIOAUDITORIAPED_0067_S02.XML;PD-00039-0067;01JUN2013;2013;22MAY2018;2018;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Cooperada;RJ;Sudeste;10654927000107;3E - ENGENHARIA EM EFICIENCIA ENERGETICA LTDA;Executora;SP;Sudeste;Custo com Executoras;Custo;$60.890,00;;;;;;$60.890,00
APLPED00039_RELATORIOAUDITORIAPED_0067_S02.XML;PD-00039-0067;01JUN2013;2013;22MAY2018;2018;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Cooperada;RJ;Sudeste;11285389000185;NUNES e NERI Servicos de Publicidade Ltda;Executora;CE;Nordeste;Custo com Executoras;Custo;$109.300,00;;;$9.002,10;;;$118.302,10
APLPED00039_RELATORIOAUDITORIAPED_0067_S02.XML;PD-00039-0067;01JUN2013;2013;22MAY2018;2018;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Cooperada;RJ;Sudeste;60444437000146;LIGHT SERVIÇOS DE ELETRICIDADE S A;Cooperada;RJ;Sudeste;Custo Próprio;Custo;$35.958,51;$92.293,03;$13.063,82;$3.728,39;$29.451,76;;$174.495,51
APLPED00039_RELATORIOAUDITORIAPED_0069_S01.XML;PD-00039-0069;01JUL2013;2013;30JUN2018;2018;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;Custo Próprio;Custo;$5.552,08;$113.231,30;$6.221,87;$1.000,00;;;$126.005,25
APLPED00039_RELATORIOAUDITORIAPED_0069_S01.XML;PD-00039-0069;01JUL2013;2013;30JUN2018;2018;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;08093224000105;Instituto de Apoio ao Queimado;Executora;CE;Nordeste;Custo com Executoras;Custo;$1.789.033,00;$94.855,59;$192.979,12;$135.388,68;$167.959,39;$133.598,51;$2.513.814,29
APLPED00402_RELATORIOAUDITORIAPED_1311_S01.XML;PD-00402-1311;01JUL2013;2013;05APR2017;2017;00073957000168;ELETROSUL CENTRAIS ELÉTRICAS S/A;Proponente;SC;Sul;00073957000168;ELETROSUL CENTRAIS ELÉTRICAS S/A;Proponente;SC;Sul;Custo Próprio;Custo;;$297.014,68;;;;$357.990,18;$655.004,86
APLPED00402_RELATORIOAUDITORIAPED_1311_S01.XML;PD-00402-1311;01JUL2013;2013;05APR2017;2017;00073957000168;ELETROSUL CENTRAIS ELÉTRICAS S/A;Proponente;SC;Sul;78626363000124;Fundação Centros de Referência em Tecnologias Inovadoras;Executora;SC;Sul;Custo com Executoras;Custo;$1.934.107,65;;$41.593,44;$301.035,31;$12.170,79;;$2.288.907,19
APLPED6683_RELATORIOAUDITORIAPED_0213_S01.xml;PD-06683-0213;05JUL2013;2013;04JUN2016;2016;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;Custo Próprio;Custo;$0,00;$0,00;$0,00;$0,00;$0,00;$308.035,77;$308.035,77
APLPED6683_RELATORIOAUDITORIAPED_0213_S01.xml;PD-06683-0213;05JUL2013;2013;04JUN2016;2016;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;72060999000175;Fundação Coordenação de Projetos, Pesquisa e Estudos Tecnológicos;Executora;RJ;Sudeste;Custo com Executoras;Custo;$1.350.328,00;$330.000,00;$35.489,48;$82.516,40;$0,00;$0,00;$1.798.333,88
APLPED0396_RELATORIOAUDITORIAPED_0035_S01.XML;PD-00396-0035;10JUL2013;2013;30NOV2015;2015;02016440000162;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Proponente;RS;Sul;02016440000162;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Proponente;RS;Sul;Custo Próprio;Custo;$152.975,56;;$4.437,71;;;$21.239,13;$178.652,40
APLPED0396_RELATORIOAUDITORIAPED_0035_S01.XML;PD-00396-0035;10JUL2013;2013;30NOV2015;2015;02016440000162;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Proponente;RS;Sul;02437460000379;Instituto de Pesquisas Eldorado;Executora;SP;Sudeste;Custo com Executoras;Custo;$1.441.229,54;$249.890,00;$2.394,08;$100.883,39;$99.940,12;$95.065,75;$1.989.402,88
APLPED00039_RELATORIOAUDITORIAPED_0062_S01.xml;PD-00039-0062;01AUG2013;2013;30NOV2016;2016;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;04991083000189;Núcleo de Estudos e Pesquisa do Nordeste - NEPEN;Executora;CE;Nordeste;Custo com Executoras;Custo;$467.611,83;$74.196,95;;$96.009,82;$16.033,56;$44.220,68;$698.072,84
APLPED00039_RELATORIOAUDITORIAPED_0062_S01.xml;PD-00039-0062;01AUG2013;2013;30NOV2016;2016;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;Custo Próprio;Custo;;;$1.388,94;;;;$1.388,94
APLPED00039_RELATORIOAUDITORIAPED_0070_S01.XML;PD-00039-0070;01AUG2013;2013;28NOV2017;2017;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;02641663000110;Centro de Pesquisa e Desenvolvimento em Telecomunicações;Executora;SP;Sudeste;Custo com Executoras;Custo;$770.602,00;$21.076,03;$35.672,71;$55.658,90;$156.320,55;;$1.039.330,19
APLPED00039_RELATORIOAUDITORIAPED_0070_S01.XML;PD-00039-0070;01AUG2013;2013;28NOV2017;2017;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;04897383000101;Matrix Engenharia em Energia LTDA;Executora;SP;Sudeste;Custo com Executoras;Custo;$28.198,42;;;;;;$28.198,42
APLPED00039_RELATORIOAUDITORIAPED_0070_S01.XML;PD-00039-0070;01AUG2013;2013;28NOV2017;2017;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;07047251000170;COMPANHIA ENERGÉTICA DO CEARÁ;Proponente;CE;Nordeste;Custo Próprio;Custo;;$4.470,53;$9.543,86;$3.200,00;$72.468,00;;$89.682,39
APLPED00405_RELATORIOAUDITORIAPED_0010_S01.XML;PD-00405-0010;01AUG2013;2013;31JUL2016;2016;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;Custo Próprio;Custo;$0,00;;;;;;$0,00
APLPED00405_RELATORIOAUDITORIAPED_0010_S01.XML;PD-00405-0010;01AUG2013;2013;31JUL2016;2016;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;25648387000118;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;Executora;MG;Sudeste;Custo com Executoras;Custo;$52.500,00;;;;;;$52.500,00
APLPED00405_RELATORIOAUDITORIAPED_0010_S01.XML;PD-00405-0010;01AUG2013;2013;31JUL2016;2016;03467321000199;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S.A;Proponente;MT;Centro Oeste;33004540000100;UNIVERSIDADE FEDERAL DE MATO GROSSO;Executora;MT;Centro-Oeste;Custo com Executoras;Custo;$109.200,00;$194.500,00;$46.500,00;$115.000,00;$88.200,00;$293.336,00;$846.736,00
APLPED02651_RELATORIOAUDITORIAPED_0010_S01.xml;PD-02651-0010;01AUG2013;2013;31MAR2018;2018;04416935000104;Empresa Amazonense de Transmissão de Energia S.A;Proponente;AM;Norte;04416935000104;Empresa Amazonense de Transmissão de Energia S.A;Proponente;AM;Norte;Custo Próprio;Custo;$55.200,00;$72.000,00;$14.747,03;$1.069,89;;$13.133,78;$156.150,70
APLPED02651_RELATORIOAUDITORIAPED_0010_S01.xml;PD-02651-0010;01AUG2013;2013;31MAR2018;2018;04416935000104;Empresa Amazonense de Transmissão de Energia S.A;Proponente;AM;Norte;69045144000160;ECIL - Informática Indústria e Comércio Ltda.;Executora;SP;Sudeste;Custo com Executoras;Custo;$183.840,00;;;;;;$183.840,00
APLPED02651_RELATORIOAUDITORIAPED_0010_S01.xml;PD-02651-0010;01AUG2013;2013;31MAR2018;2018;05321987000160;Empresa Norte de Transmissão de Energia S.A;Proponente;PA;Norte;05321987000160;Empresa Norte de Transmissão de Energia S.A;Proponente;PA;Norte;Custo Próprio;Custo;$23.000,00;;;;;;$23.000,00
APLPED02651_RELATORIOAUDITORIAPED_0010_S01.xml;PD-02651-0010;01AUG2013;2013;31MAR2018;2018;05321987000160;Empresa Norte de Transmissão de Energia S.A;Proponente;PA;Norte;69045144000160;ECIL - Informática Indústria e Comércio Ltda.;Executora;SP;Sudeste;Custo com Executoras;Custo;$211.200,00;;;;;;$211.200,00
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;06981176000158;CEMIG GERAÇÃO E TRANSMISSÃO S.A;Cooperada;MG;Sudeste;06981176000158;CEMIG GERAÇÃO E TRANSMISSÃO S.A;Cooperada;MG;Sudeste;Custo Próprio;Custo;$0,00;;$0,00;;;;$0,00
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;06981176000158;CEMIG GERAÇÃO E TRANSMISSÃO S.A;Cooperada;MG;Sudeste;09305983000149;PSR Soluções e Consultoria em Energia Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$35.738,31;;;;;;$35.738,31
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;06981176000158;CEMIG GERAÇÃO E TRANSMISSÃO S.A;Cooperada;MG;Sudeste;46546479000167;Roland Berger Strategy Consultants ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$54.108,64;;;;;;$54.108,64
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;09305983000149;PSR Soluções e Consultoria em Energia Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$74.238,03;;;;;;$74.238,03
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;Custo Próprio;Custo;$19.881,15;;$3.769,55;;;;$23.650,70
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;46546479000167;Roland Berger Strategy Consultants ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$112.543,97;;;;;;$112.543,97
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;04370282000170;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Cooperada;PR;Sul;04370282000170;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Cooperada;PR;Sul;Custo Próprio;Custo;$15.700,80;;$3.115,70;;;;$18.816,50
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;04370282000170;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Cooperada;PR;Sul;09305983000149;PSR Soluções e Consultoria em Energia Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$74.238,00;;;;;;$74.238,00
APLPED7236_RELATORIOAUDITORIAPED_0001_S01.xml;PD-07236-0001;01AUG2013;2013;29FEB2016;2016;04370282000170;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Cooperada;PR;Sul;46546479000167;Roland Berger Strategy Consultants ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$112.543,96;;;;;;$112.543,96
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;02279806000196;DAIMON ENGENHARIA E SISTEMAS S/S LTDA;Executora;SP;Sudeste;Custo com Executoras;Custo;$267.000,00;;$2.350,40;$13.359,13;;;$282.709,53
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;02641663000110;FUNDAÇÃO CPqD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICAÇÕES;Executora;SP;Sudeste;Custo com Executoras;Custo;$799.907,00;;;;;;$799.907,00
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Cooperada;SP;Sudeste;Custo Próprio;Custo;$743.240,66;$1.079.037,05;$70.664,64;$0,00;$24.835,39;$3.612.452,18;$5.530.229,92
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;04172213000151;COMPANHIA PIRATININGA DE FORÇA E LUZ;Cooperada;SP;Sudeste;04172213000151;COMPANHIA PIRATININGA DE FORÇA E LUZ;Cooperada;SP;Sudeste;Custo Próprio;Custo;$588.807,44;$930.449,46;$7.676,60;$89.978,76;;$433.534,36;$2.050.446,62
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;02016439000138;RIO GRANDE ENERGIA SA;Cooperada;RS;Sul;02016439000138;RIO GRANDE ENERGIA SA;Cooperada;RS;Sul;Custo Próprio;Custo;$107.855,90;$1.501.846,32;$40.564,11;$287.485,78;;;$1.937.752,11
APLPED00063_RELATORIOAUDITORIAPED_0060_S01.XML;PD-00063-0060;05AUG2013;2013;04AUG2018;2018;02016439000138;RIO GRANDE ENERGIA SA;Cooperada;RS;Sul;02641663000110;FUNDAÇÃO CPqD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICAÇÕES;Executora;SP;Sudeste;Custo com Executoras;Custo;$4.150.650,43;;$114.858,63;$413.187,18;;;$4.678.696,24
APLPED0047_RELATORIOAUDITORIAPED_0073_S02.xml;PD-00047-0073;05AUG2013;2013;04AUG2015;2015;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;Custo Próprio;Custo;$21.717,64;;$3.793,67;$1.401,08;;$338,00;$27.250,39
APLPED0047_RELATORIOAUDITORIAPED_0073_S02.xml;PD-00047-0073;05AUG2013;2013;04AUG2015;2015;15139629000194;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA;Proponente;BA;Nordeste;51619104000110;Fundação de Ciência, Aplicações e Tecnologia Espaciais;Executora;SP;Sudeste;Custo com Executoras;Custo;$526.521,45;$96.874,05;$9.794,22;$66.166,08;$5.924,49;$22.546,54;$727.826,83
APLPED07019_RELATORIOAUDITORIAPED_0032_S01.XML;PD-07019-0032;08AUG2013;2013;31OCT2017;2017;02341467000120;AMAZONAS ENERGIA S.A;Proponente;AM;Norte;06062204000214;Centro de Gestão de Tecnologia e Inovação;Executora;PE;Nordeste;Custo com Executoras;Custo;$1.696.080,00;$926.840,00;$117.348,37;$182.687,63;$53.797,51;$425.000,00;$3.401.753,51
APLPED03945_RELATORIOAUDITORIAPED_0113_S01.XML;PD-03945-0113;19AUG2013;2013;19APR2017;2017;05336882000184;CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA S.A.;Proponente;RJ;Sudeste;02445475000117;Jordão Consultoria e Projetos Ltda;Executora;RJ;Sudeste;Custo com Executoras;Custo;$340.000,00;;;;;;$340.000,00
APLPED03945_RELATORIOAUDITORIAPED_0113_S01.XML;PD-03945-0113;19AUG2013;2013;19APR2017;2017;05336882000184;CACHOEIRA PAULISTA TRANSMISSORA DE ENERGIA S.A.;Proponente;RJ;Sudeste;03438229000109;Fundação Euclides da Cunha;Executora;RJ;Sudeste;Custo com Executoras;Custo;$495.434,54;$5.000,00;$1.540,00;$64.185,75;;;$566.160,29
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;06062204000214;Centro de Gestão de Tecnologia e Inovação - CGTI;Executora;PE;Nordeste;Custo com Executoras;Custo;$878.000,00;$58.630,00;$31.291,82;$119.240,04;$4.360,87;$164.077,96;$1.255.600,69
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;07505490000127;BeG Pesquisa e Desenvolvimento em Sistemas ELétricos Ltda;Executora;PE;Nordeste;Custo com Executoras;Custo;$423.390,00;;;;;;$423.390,00
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;09320196000176;Versattus Gestão de Projetos e Energia Ltda;Executora;PE;Nordeste;Custo com Executoras;Custo;$136.341,80;;;;;;$136.341,80
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;Custo Próprio;Custo;$351.096,20;$2.257,60;$19.182,58;$5.760,00;$9.016,59;$11.920,08;$399.233,05
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;14279170000161;SUSTENTE ENERGIAS SUSTENTAVEIS LTDA;Executora;PE;Nordeste;Custo com Executoras;Custo;$327.540,00;;;;;;$327.540,00
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;10835932000108;COMPANHIA ENERGÉTICA DE PERNAMBUCO;Proponente;PE;Nordeste;41227190000161;Policonsult Associação Politécnica de Consultoria;Executora;PE;Nordeste;Custo com Executoras;Custo;$695.460,00;$20.145,00;$6.531,31;$103.401,95;$83.989,79;$215.560,00;$1.125.088,05
APLPED00043_RELATORIOAUDITORIAPED_0512_S03.xml;PD-00043-0512;26AUG2013;2013;25AUG2018;2018;09769035000164;Companhia Pernambucana de Saneamento - COMPESA;Parceira;PE;Nordeste;09769035000164;Companhia Pernambucana de Saneamento - COMPESA;Executora;PE;Nordeste;Contrapartida;Custo;;$100.000,00;;;;$865.503,14;$965.503,14
APLPED00371_RELATORIOAUDITORIAPED_0020_S01.XML;PD-00371-0020;04SEP2013;2013;08MAY2018;2018;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;Custo Próprio;Custo;$19.055,13;;$4.443,74;;$6.750,59;$230.110,35;$260.359,81
APLPED00371_RELATORIOAUDITORIAPED_0020_S01.XML;PD-00371-0020;04SEP2013;2013;08MAY2018;2018;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;04991083000189;Núcleo de Estudos e Pesquisa do Nordeste;Executora;CE;Nordeste;Custo com Executoras;Custo;$1.096.537,92;$123.726,50;$35.526,63;$271.785,02;$4.126,15;$0,00;$1.531.702,22
APLPED06683_RELATORIOAUDITORIAPED_0313_S02.xml;PD-06683-0313;06SEP2013;2013;05SEP2018;2018;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;02224651000190;Projeto Pacu Aquicultura Ltda;Executora;MS;Centro-Oeste;Custo com Executoras;Custo;$4.301.721,68;$706.377,92;$861.292,12;$610.312,31;$1.476.412,80;$60.040,42;$8.016.157,25
APLPED06683_RELATORIOAUDITORIAPED_0313_S02.xml;PD-06683-0313;06SEP2013;2013;05SEP2018;2018;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;Custo Próprio;Custo;$0,00;$257.281,33;$25.657,79;$0,00;$98.503,91;$564.602,81;$946.045,84
APLPED06683_RELATORIOAUDITORIAPED_0313_S02.xml;PD-06683-0313;06SEP2013;2013;05SEP2018;2018;09391823000160;SANTO ANTÔNIO ENERGIA S.A.;Proponente;SP;Sudeste;36796860000120;Instituto Tecnológico Peixes do Brasil;Executora;MS;Centro-Oeste;Custo com Executoras;Custo;$443.037,60;$0,00;$187.936,81;$309.928,93;$0,00;$1.351.580,36;$2.292.483,70
APLPED00390_RELATORIOAUDITORIAPED_1074_S01.XML;PD-00390-1074;11SEP2013;2013;10SEP2018;2018;61695227000193;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;Proponente;SP;Sudeste;09474731000143;SINAPSIS INOVAÇÃO EM ENERGIA S/S LTDA;Executora;SP;Sudeste;Custo com Executoras;Custo;$1.524.000,00;;;$79.831,68;;;$1.603.831,68
APLPED00390_RELATORIOAUDITORIAPED_1074_S01.XML;PD-00390-1074;11SEP2013;2013;10SEP2018;2018;61695227000193;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;Proponente;SP;Sudeste;61695227000193;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.;Proponente;SP;Sudeste;Custo Próprio;Custo;$655.054,80;$1.248.195,92;$3.497,25;$5.630,00;;$2.188.716,55;$4.101.094,52
APLPED00032_RELATORIOAUDITORIAPED_0001_S03.XML;PD-00032-0001;01OCT2013;2013;31JUL2016;2016;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;07367844000114;EWL Assessoria Técnica Ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$583.464,00;;;;;;$583.464,00
APLPED00032_RELATORIOAUDITORIAPED_0001_S03.XML;PD-00032-0001;01OCT2013;2013;31JUL2016;2016;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;Custo Próprio;Custo;;$190.000,00;$10.506,91;;;;$200.506,91
APLPED00032_RELATORIOAUDITORIAPED_0001_S03.XML;PD-00032-0001;01OCT2013;2013;31JUL2016;2016;25086034000171;ENERGISA TOCANTINS DISTRIBUIDORA DE ENERGIA S.A.;Proponente;TO;Norte;59975987000102;Techsys SC Ltda;Executora;SP;Sudeste;Custo com Executoras;Custo;$413.986,21;;;;;;$413.986,21
APLPED0063_RELATORIOAUDITORIAPED_3002_S01.xml;PD-00063-3002;04OCT2013;2013;03JUL2015;2015;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Proponente;SP;Sudeste;33050196000188;COMPANHIA PAULISTA DE FORÇA E LUZ;Proponente;SP;Sudeste;Custo Próprio;Custo;$153.652,84;;$786,93;;;;$154.439,77
APLPED0063_RELATORIOAUDITORIAPED_3002_S01.xml;PD-00063-3002;04OCT2013;2013;03JUL2015;2015;04172213000151;COMPANHIA PIRATININGA DE FORÇA E LUZ;Cooperada;SP;Sudeste;04172213000151;COMPANHIA PIRATININGA DE FORÇA E LUZ;Cooperada;SP;Sudeste;Custo Próprio;Custo;$10.893,51;;$3.137,89;;;;$14.031,40
APLPED0063_RELATORIOAUDITORIAPED_3002_S01.xml;PD-00063-3002;04OCT2013;2013;03JUL2015;2015;60855608000120;Companhia Sul Paulista de Energia;Cooperada;SP;Sudeste;42429480000150;Fundação Universitária José Bonifácio - UFRJ;Executora;RJ;Sudeste;Custo com Executoras;Custo;;;$38.432,25;;;;$38.432,25
APLPED0063_RELATORIOAUDITORIAPED_3002_S01.xml;PD-00063-3002;04OCT2013;2013;03JUL2015;2015;02016439000138;RIO GRANDE ENERGIA SA;Cooperada;RS;Sul;42429480000150;Fundação Universitária José Bonifácio - UFRJ;Executora;RJ;Sudeste;Custo com Executoras;Custo;$1.011.140,00;;;$79.767,77;;;$1.090.907,77
APLPED00371_RELATORIOAUDITORIAPED_0018_S04.xml;PD-00371-0018;08NOV2013;2013;08JUL2018;2018;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;Custo Próprio;Custo;$3.303,06;$25.500,00;;;;$32.968,79;$61.771,85
APLPED00371_RELATORIOAUDITORIAPED_0018_S04.xml;PD-00371-0018;08NOV2013;2013;08JUL2018;2018;04895728000180;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Proponente;PA;Norte;04991083000189;Núcleo de Estudos e Pesquisa do Nordeste;Executora;CE;Nordeste;Custo com Executoras;Custo;$1.782.041,15;$384.336,62;$138.763,01;$494.158,18;$58.365,27;$172.739,99;$3.030.404,22
